crop,district,year,area_acre,production_mton,avg_rainfall_mm,irrigated_percent,fertilizer_kg_per_acre,tsp_kg_per_acre,urea_kg_per_acre,dap_kg_per_acre
Carrot,Panchagarh,2023,6074.41,38535.2,2527.8,86.0,215.0,51.1,151.6,10.6
Carrot,Panchagarh,2024,7618.12,31507.35,2015.3,65.1,151.6,16.6,126.8,25.7
Carrot,Panchagarh,2025,3956.9,15053.92,2918.0,83.0,226.0,16.6,156.4,51.9
Carrot,Rangpur,2012,1490.24,5047.4,1638.7,54.9,64.5,39.3,46.9,11.4
Carrot,Rangpur,2013,6622.26,60100.46,1779.1,45.3,120.5,36.3,238.2,33.5
Carrot,Rangpur,2014,4909.31,16511.72,1224.6,41.7,244.9,47.9,135.0,15.7
Carrot,Rangpur,2015,3102.21,30950.7,1515.4,92.1,79.7,13.3,74.8,33.3
Carrot,Rangpur,2016,1623.15,15598.7,1839.5,81.8,231.5,14.0,219.1,29.4
Carrot,Rangpur,2017,3822.24,21585.31,1908.8,71.9,177.2,28.4,124.3,37.0
Carrot,Rangpur,2018,2169.02,15912.21,1391.0,82.4,141.0,10.8,79.0,33.3
Carrot,Rangpur,2019,4800.58,30801.88,1689.8,44.8,211.4,27.0,138.2,26.1
Carrot,Rangpur,2020,4407.06,33570.47,1839.9,81.7,220.2,24.9,117.5,36.2
Carrot,Rangpur,2021,5533.65,21149.04,1524.7,91.3,246.4,58.5,57.1,44.9
Carrot,Rangpur,2022,6920.94,20839.06,1939.2,74.8,244.3,19.3,235.2,24.1
Carrot,Rangpur,2023,7136.94,41608.73,1735.6,61.0,197.4,51.5,150.9,11.7
Carrot,Rangpur,2024,7589.64,28447.5,1359.5,72.2,226.8,24.8,236.0,30.3
Carrot,Rangpur,2025,1568.68,9981.27,1834.5,56.6,68.6,53.1,93.4,10.2
Carrot,Thakurgaon,2012,1355.46,9632.49,2039.0,68.6,240.4,56.4,90.2,30.0
Carrot,Thakurgaon,2013,3761.32,27469.4,2034.9,76.4,247.8,19.6,168.6,14.2
Carrot,Thakurgaon,2014,4599.71,35424.69,2972.6,48.1,159.4,55.1,76.3,11.1
Carrot,Thakurgaon,2015,1111.64,7303.38,2081.4,49.8,190.0,43.1,59.9,46.9
Carrot,Thakurgaon,2016,3437.82,25144.54,2446.1,68.3,129.7,57.4,195.1,45.0
Carrot,Thakurgaon,2017,2069.43,6714.67,2043.3,91.6,87.3,50.6,199.4,45.7
Carrot,Thakurgaon,2018,7612.35,38743.66,2876.9,68.9,207.5,31.3,155.0,24.8
Carrot,Thakurgaon,2019,4206.52,41818.98,2541.4,90.9,96.3,52.5,76.2,51.9
Carrot,Thakurgaon,2020,7156.27,34052.75,2368.9,40.6,207.7,30.5,201.5,49.6
Carrot,Thakurgaon,2021,3403.51,27121.02,2682.3,49.8,148.2,35.4,140.8,30.8
Carrot,Thakurgaon,2022,1955.41,8771.32,2022.5,78.0,165.8,37.6,133.5,51.8
Carrot,Thakurgaon,2023,3929.18,37949.59,2631.5,52.1,160.9,52.5,63.2,18.7
Carrot,Thakurgaon,2024,7081.66,66180.86,2425.6,75.9,180.3,58.7,97.7,25.4
Carrot,Thakurgaon,2025,596.02,1908.12,2078.8,77.9,175.7,33.1,62.8,53.4
Carrot,Barguna,2012,3158.08,17333.87,2072.1,58.4,203.1,45.3,208.8,17.9
Carrot,Barguna,2013,7470.23,61419.52,2222.7,64.6,143.6,29.8,137.1,43.7
Carrot,Barguna,2014,1949.01,13361.96,2508.3,65.3,186.1,48.3,192.4,54.5
Carrot,Barguna,2015,5101.01,49859.28,2414.0,78.8,179.0,22.5,62.1,50.5
Carrot,Barguna,2016,6526.43,58048.7,2150.8,93.7,95.3,40.2,239.4,40.0
Carrot,Barguna,2017,5403.78,45482.49,2363.8,53.7,83.7,13.1,72.6,28.3
Carrot,Barguna,2018,5599.41,29503.43,2827.4,59.1,242.2,61.7,70.3,45.4
Carrot,Barguna,2019,3382.84,17745.08,2541.7,80.4,179.8,64.5,104.0,42.2
Carrot,Barguna,2020,7713.09,65405.64,2119.3,55.1,240.1,13.4,162.6,52.3
Carrot,Barguna,2021,7160.63,34612.98,2063.7,70.8,159.9,40.9,200.3,22.0
Carrot,Barguna,2022,4789.65,33877.16,2579.6,73.9,219.3,58.4,215.9,35.1
Carrot,Barguna,2023,7570.79,36021.03,2199.9,84.8,187.3,59.6,171.4,14.6
Carrot,Barguna,2024,5029.53,37104.02,2952.6,65.0,174.1,50.0,153.0,29.4
Carrot,Barguna,2025,4247.37,22915.23,2893.6,43.0,144.2,47.3,78.3,50.0
Carrot,Barisal,2012,3465.78,34483.26,2094.7,43.9,135.4,54.2,231.8,19.9
Carrot,Barisal,2013,4246.84,25450.92,2172.9,60.4,70.2,11.6,173.5,44.3
Carrot,Barisal,2014,6415.36,39012.23,2259.3,53.5,118.7,45.4,160.7,25.8
Carrot,Barisal,2015,2972.75,23151.76,2314.5,89.6,158.9,61.2,89.3,29.6
Carrot,Barisal,2016,7497.99,37609.01,2084.3,60.7,219.2,40.3,61.4,45.7
Carrot,Barisal,2017,3256.25,25830.12,2823.3,54.6,244.5,59.2,110.9,46.1
Carrot,Barisal,2018,5830.74,26777.9,2131.7,85.2,226.9,58.6,229.7,29.9
Carrot,Barisal,2019,5849.15,28478.11,2344.8,46.0,90.3,33.9,41.0,22.7
Carrot,Barisal,2020,3604.25,33652.91,2455.7,88.5,148.3,57.9,214.7,22.0
Carrot,Barisal,2021,2134.75,11214.14,2855.0,51.9,202.3,59.5,135.3,10.2
Carrot,Barisal,2022,7441.75,57590.88,2316.2,91.3,105.5,37.0,85.4,52.6
Carrot,Barisal,2023,7644.34,47214.81,2082.2,80.8,106.1,53.1,234.5,22.9
Carrot,Barisal,2024,6418.92,46452.3,2171.7,89.1,211.8,49.9,226.2,10.6
Carrot,Barisal,2025,4880.55,28920.86,2009.8,45.3,200.0,40.7,55.1,36.4
Carrot,Bhola,2012,1536.16,11167.7,2227.1,53.2,166.9,21.5,113.1,53.0
Carrot,Bhola,2013,7964.89,69439.54,2739.6,49.3,84.4,48.3,132.0,36.6
Carrot,Bhola,2014,6166.65,40792.86,2254.9,43.5,204.1,46.6,48.8,15.9
Carrot,Bhola,2015,695.38,3780.25,2174.1,74.1,105.4,36.2,107.6,10.4
Carrot,Bhola,2016,7060.45,48766.6,2606.1,56.0,153.3,48.9,94.5,48.2
Carrot,Bhola,2017,6773.97,62007.48,2950.5,61.4,175.9,61.0,194.6,33.5
Carrot,Bhola,2018,2345.98,22805.6,2485.7,89.4,243.2,46.3,61.2,28.8
Carrot,Bhola,2019,6779.07,32516.37,2213.3,47.6,160.3,12.1,236.1,13.7
Carrot,Bhola,2020,7231.2,38331.71,2345.2,70.9,124.6,61.3,223.8,33.5
Carrot,Bhola,2021,4850.97,23435.48,2389.5,47.2,212.9,16.5,124.1,37.7
Carrot,Bhola,2022,5942.44,55582.17,2649.3,52.8,216.6,63.7,234.2,32.1
Carrot,Bhola,2023,805.84,5498.88,2376.5,86.9,200.2,39.1,149.3,44.0
Carrot,Bhola,2024,4836.21,38825.87,2561.9,75.2,73.5,15.5,51.7,34.7
Carrot,Bhola,2025,4062.44,13777.32,2164.8,87.4,178.0,29.8,173.7,53.6
Carrot,Jhalokati,2012,7355.37,37530.33,2518.8,51.9,238.8,58.0,44.3,16.1
Carrot,Jhalokati,2013,3505.77,34812.7,2766.5,43.5,119.4,53.0,112.2,17.6
Carrot,Jhalokati,2014,4124.3,30284.52,2780.5,76.5,231.3,46.0,158.8,14.5
Carrot,Jhalokati,2015,6130.45,47205.4,2769.2,67.9,67.4,51.3,116.5,19.1
Carrot,Jhalokati,2016,1646.84,12242.13,2538.4,76.0,91.6,20.3,235.3,30.3
Carrot,Jhalokati,2017,1862.35,10697.03,2244.3,63.7,195.1,64.9,108.4,50.8
Carrot,Jhalokati,2018,6908.6,23466.97,2180.4,87.5,83.9,29.4,135.4,15.5
Carrot,Jhalokati,2019,1654.35,5875.24,2073.6,57.2,66.8,12.9,188.2,27.4
Carrot,Jhalokati,2020,5155.73,29932.66,2301.0,77.4,111.0,39.0,224.6,18.9
Carrot,Jhalokati,2021,6806.64,63043.69,2920.4,84.6,246.2,13.8,163.3,50.3
Carrot,Jhalokati,2022,7919.93,32137.69,2916.1,56.8,161.5,43.4,165.8,36.9
Carrot,Jhalokati,2023,4310.58,27422.89,2721.0,54.9,133.2,61.2,218.6,17.8
Carrot,Jhalokati,2024,3660.29,24874.08,2419.9,87.0,180.8,59.6,227.9,53.5
Carrot,Jhalokati,2025,5351.83,45660.86,2538.3,87.3,69.0,10.9,59.4,22.5
Carrot,Patuakhali,2012,3805.53,33172.83,2921.2,81.4,152.4,23.0,65.3,18.8
Carrot,Patuakhali,2013,872.55,4714.26,2638.9,49.9,162.0,25.4,214.8,49.0
Carrot,Patuakhali,2014,3776.8,37395.97,2913.1,64.8,85.4,58.1,126.8,13.0
Carrot,Patuakhali,2015,4427.13,30441.51,2402.6,84.4,147.2,41.3,219.2,43.3
Carrot,Patuakhali,2016,4138.19,40666.34,2702.1,94.9,214.7,61.5,112.4,38.3
Carrot,Patuakhali,2017,5554.13,37050.11,2586.7,65.0,73.0,29.4,184.9,12.1
Carrot,Patuakhali,2018,7495.17,45822.97,2410.7,42.9,64.6,18.5,59.7,14.7
Carrot,Patuakhali,2019,7691.49,51284.86,2966.3,66.9,190.6,35.3,193.6,39.8
Carrot,Patuakhali,2020,7057.39,23788.76,2667.8,65.5,150.2,63.8,63.2,22.8
Carrot,Patuakhali,2021,7144.4,34871.17,2692.9,51.3,74.1,17.7,105.2,32.0
Carrot,Patuakhali,2022,7118.78,50055.3,2327.6,46.7,118.7,41.6,124.2,15.2
Carrot,Patuakhali,2023,568.03,3627.44,2120.6,62.8,98.5,50.3,167.8,36.5
Carrot,Patuakhali,2024,5247.92,39602.16,2196.7,75.3,242.6,25.5,201.2,31.6
Carrot,Patuakhali,2025,5329.09,43575.52,2303.8,88.4,182.2,64.2,101.3,22.7
Carrot,Pirojpur,2012,913.5,5163.66,2647.6,50.5,185.1,28.0,84.7,50.0
Carrot,Pirojpur,2013,5852.26,35961.31,2868.3,47.4,187.6,19.1,196.3,26.9
Carrot,Pirojpur,2014,5287.27,25914.42,2219.6,51.0,231.6,65.0,50.6,41.8
Carrot,Pirojpur,2015,6910.37,36129.36,2719.8,54.0,161.7,47.2,101.2,28.1
Carrot,Pirojpur,2016,4260.38,15742.94,2912.9,93.0,124.1,50.7,205.9,47.1
Carrot,Pirojpur,2017,696.44,3822.03,2459.8,85.2,61.8,16.7,217.5,37.6
Carrot,Pirojpur,2018,6507.48,53975.56,2898.2,81.4,132.9,32.6,204.9,44.9
Carrot,Pirojpur,2019,6352.24,54097.03,2103.8,70.0,100.5,41.7,173.9,27.6
Carrot,Pirojpur,2020,660.61,3485.37,2410.2,54.5,85.0,36.0,208.3,12.2
Carrot,Pirojpur,2021,6455.11,36965.06,2037.5,72.9,192.0,52.3,110.7,33.2
Carrot,Pirojpur,2022,1062.68,6534.19,2805.6,76.0,163.7,14.9,63.0,17.3
Carrot,Pirojpur,2023,1860.25,9108.16,2916.7,49.0,69.5,23.2,127.0,33.7
Carrot,Pirojpur,2024,5798.61,50331.71,2802.5,87.0,156.4,58.8,196.6,28.7
Carrot,Pirojpur,2025,7161.11,24303.08,2620.5,47.5,138.2,36.2,76.0,41.1
Carrot,Bandarban,2012,4783.23,41428.74,2378.4,69.9,227.4,25.5,195.9,42.2
Carrot,Bandarban,2013,2940.15,9642.27,2793.2,42.1,203.6,36.3,57.4,32.8
Carrot,Bandarban,2014,1746.0,14613.43,2827.1,60.1,86.7,59.8,200.0,15.8
Carrot,Bandarban,2015,568.83,5393.18,2634.5,87.7,248.9,59.9,202.2,45.9
Carrot,Bandarban,2016,6258.46,26844.58,2923.7,41.2,158.4,48.6,79.8,52.0
Carrot,Bandarban,2017,3013.14,18026.65,2891.2,76.2,176.3,53.1,141.5,54.8
Carrot,Bandarban,2018,905.5,8067.74,2031.7,50.2,93.1,10.9,134.0,13.5
Carrot,Bandarban,2019,6164.87,20848.42,2823.4,73.0,184.7,23.6,87.2,20.6
Carrot,Bandarban,2020,4884.35,23053.83,2171.0,54.9,181.0,56.8,174.0,25.5
Carrot,Bandarban,2021,7607.71,32049.95,2199.4,93.5,188.3,15.7,96.8,50.4
Carrot,Bandarban,2022,6456.39,63920.68,2212.1,40.9,246.9,20.1,73.0,42.8
Carrot,Bandarban,2023,3468.69,33408.3,2645.8,74.1,108.9,57.6,75.2,17.6
Carrot,Bandarban,2024,5305.47,16123.78,2366.7,42.3,179.9,60.0,195.0,38.9
Carrot,Bandarban,2025,6306.79,21564.91,2401.1,53.7,171.8,21.8,109.9,39.0
Carrot,Brahmanbaria,2012,3166.76,17709.05,2430.7,60.1,124.3,15.1,88.1,47.6
Carrot,Brahmanbaria,2013,3510.67,35018.34,2810.1,40.7,248.7,39.9,101.1,36.5
Carrot,Brahmanbaria,2014,6692.09,30552.5,2118.1,57.1,96.9,21.6,163.1,37.1
Carrot,Brahmanbaria,2015,3435.27,21610.57,2913.1,41.4,164.8,28.4,209.6,41.2
Carrot,Brahmanbaria,2016,1416.35,7636.17,2786.0,70.4,95.2,45.3,132.8,38.1
Carrot,Brahmanbaria,2017,7376.15,53995.43,2130.7,54.3,63.9,59.2,205.6,32.7
Carrot,Brahmanbaria,2018,3402.59,30614.07,2244.8,57.0,133.1,19.1,237.0,17.2
Carrot,Brahmanbaria,2019,6397.83,53443.0,2849.0,55.2,183.4,37.1,113.2,10.6
Carrot,Brahmanbaria,2020,1269.76,5137.19,2211.5,63.0,175.2,43.9,130.5,20.7
Carrot,Brahmanbaria,2021,3011.77,17935.73,2389.8,42.6,154.1,32.6,160.0,19.7
Carrot,Brahmanbaria,2022,2384.08,13783.37,2934.0,50.4,90.6,18.8,189.8,35.2
Carrot,Brahmanbaria,2023,1752.9,15857.78,2117.5,50.0,160.3,44.2,234.4,33.2
Carrot,Brahmanbaria,2024,5007.19,18425.91,2965.6,52.9,110.9,61.0,236.4,32.9
Carrot,Brahmanbaria,2025,6974.74,28439.98,2180.5,60.9,194.6,12.3,186.8,38.0
Carrot,Chandpur,2012,7143.03,55111.04,2721.9,50.6,215.6,33.8,89.8,15.1
Carrot,Chandpur,2013,516.9,3414.42,2328.0,45.0,82.3,38.6,96.5,48.1
Carrot,Chandpur,2014,7079.91,57484.39,2904.5,49.8,158.0,20.1,110.7,48.9
Carrot,Chandpur,2015,5920.96,23558.2,2641.0,75.4,216.0,10.0,92.8,52.5
Carrot,Chandpur,2016,1259.78,9660.2,2260.4,48.7,103.0,54.8,147.0,42.1
Carrot,Chandpur,2017,6346.28,26674.97,2573.6,82.2,167.7,37.2,80.2,24.5
Carrot,Chandpur,2018,3030.71,23201.45,2403.8,78.1,169.3,15.5,132.0,52.1
Carrot,Chandpur,2019,1680.95,9521.2,2280.6,72.8,126.6,47.0,43.5,44.2
Carrot,Chandpur,2020,6214.64,22992.97,2284.8,48.3,138.4,62.8,120.6,13.8
Carrot,Chandpur,2021,3009.16,15207.7,2825.7,60.2,179.3,36.0,239.7,30.0
Carrot,Chandpur,2022,7262.99,62081.0,2515.5,58.9,229.5,20.4,189.6,22.3
Carrot,Chandpur,2023,5588.92,33024.38,2741.5,57.1,62.5,41.1,147.2,52.2
Carrot,Chandpur,2024,5980.36,34731.14,2780.0,41.5,202.8,52.7,62.2,48.3
Carrot,Chandpur,2025,3187.22,14629.97,2746.7,62.0,249.4,62.3,229.9,12.4
Carrot,Chattogram,2012,4311.57,15314.6,3914.1,66.7,98.6,42.3,110.3,25.6
Carrot,Chattogram,2013,7138.45,30345.92,4120.3,55.3,217.4,23.0,165.1,22.9
Carrot,Chattogram,2014,839.22,5678.6,4639.8,45.5,202.4,35.2,131.7,44.0
Carrot,Chattogram,2015,719.3,7137.0,3905.2,65.0,241.6,56.6,89.6,20.2
Carrot,Chattogram,2016,1575.57,12546.45,3266.2,59.9,100.1,50.0,115.0,16.1
Carrot,Chattogram,2017,5712.8,37701.82,3491.3,44.2,199.5,33.3,75.5,51.3
Carrot,Chattogram,2018,1686.25,6605.89,3512.4,83.1,240.3,41.7,187.6,52.2
Carrot,Chattogram,2019,6269.07,49139.91,3179.8,71.6,88.9,32.5,209.7,19.4
Carrot,Chattogram,2020,6155.5,50984.4,3907.5,53.4,223.8,12.9,178.3,42.6
Carrot,Chattogram,2021,5478.17,35977.56,3444.0,82.2,228.1,45.1,236.7,32.5
Carrot,Chattogram,2022,2533.43,16901.25,3965.3,55.4,246.1,32.4,80.2,23.9
Carrot,Chattogram,2023,676.22,6726.39,3857.6,89.8,202.6,44.5,167.9,41.8
Carrot,Chattogram,2024,6108.75,52280.23,4643.9,83.4,130.5,61.4,143.2,27.1
Carrot,Chattogram,2025,7899.86,59359.13,4716.8,66.5,94.9,61.8,150.0,27.4
Carrot,Cumilla,2012,5562.4,47803.17,2774.6,92.5,216.3,35.0,97.4,52.4
Carrot,Cumilla,2013,7774.51,62565.83,2088.7,41.8,184.1,16.8,113.9,18.9
Carrot,Cumilla,2014,3861.82,38350.69,2462.2,85.0,156.2,32.8,100.0,33.3
Carrot,Cumilla,2015,4848.36,23444.38,2784.0,86.7,215.5,11.3,122.3,32.8
Carrot,Cumilla,2016,1006.21,7852.45,2269.1,87.5,94.4,44.4,186.7,30.4
Carrot,Cumilla,2017,1181.97,3752.35,2652.3,83.2,131.5,14.1,143.3,10.1
Carrot,Cumilla,2018,6164.75,33801.51,2558.3,82.9,95.3,24.3,107.6,37.0
Carrot,Cumilla,2019,5408.98,25218.48,2864.1,63.0,141.9,40.7,123.0,47.4
Carrot,Cumilla,2020,1373.94,8163.75,2667.0,47.9,200.9,10.7,232.4,11.7
Carrot,Cumilla,2021,5513.28,54262.14,2249.0,63.9,163.0,27.5,146.8,29.6
Carrot,Cumilla,2022,4116.86,30063.35,2584.1,70.7,116.2,28.7,50.6,15.4
Carrot,Cumilla,2023,5836.91,25644.71,2979.1,60.7,164.1,49.5,156.8,18.7
Carrot,Cumilla,2024,1115.59,5842.9,2503.9,64.8,78.3,64.3,77.0,18.5
Carrot,Cumilla,2025,4952.64,45450.37,2122.3,53.2,195.7,14.5,77.2,10.2
Carrot,Cox's Bazar,2012,7136.13,69103.31,2527.3,65.8,190.5,55.8,114.5,25.8
Carrot,Cox's Bazar,2013,4488.03,18671.48,2174.1,40.6,107.3,54.3,65.4,17.1
Carrot,Cox's Bazar,2014,3470.95,27845.79,2947.7,72.6,77.7,23.9,66.1,25.6
Carrot,Cox's Bazar,2015,7161.97,62713.52,2358.2,84.4,99.1,22.5,46.3,33.6
Carrot,Cox's Bazar,2016,7977.69,36259.68,2155.5,77.5,249.2,18.2,53.5,15.7
Carrot,Cox's Bazar,2017,6141.91,22519.59,2518.0,88.5,107.2,54.7,221.6,15.2
Carrot,Cox's Bazar,2018,977.26,5480.76,2712.8,68.5,109.1,17.7,106.9,14.6
Carrot,Cox's Bazar,2019,7834.64,30219.5,2249.3,70.7,134.1,37.7,147.5,26.6
Carrot,Cox's Bazar,2020,4995.56,28840.49,2436.8,76.6,233.3,32.7,154.8,19.8
Carrot,Cox's Bazar,2021,6467.24,31830.12,2858.7,52.4,101.7,16.9,138.2,42.4
Carrot,Cox's Bazar,2022,3986.87,25490.79,2065.9,45.9,194.5,13.0,83.2,22.8
Carrot,Cox's Bazar,2023,2873.99,11590.47,2457.8,61.1,145.1,57.4,60.0,12.4
Carrot,Cox's Bazar,2024,5262.28,24706.36,2646.0,41.5,213.6,59.1,166.4,45.9
Carrot,Cox's Bazar,2025,6414.97,23799.07,2841.3,65.9,183.2,63.6,154.6,39.8
Carrot,Feni,2012,4581.22,14038.81,2457.6,46.7,191.8,54.6,169.0,23.8
Carrot,Feni,2013,4898.39,46198.35,2429.0,59.9,194.0,14.1,49.6,33.9
Carrot,Feni,2014,4854.86,21903.79,2427.7,81.5,198.7,24.6,134.0,50.9
Carrot,Feni,2015,4064.19,32282.55,2300.3,80.9,77.1,38.5,128.8,53.6
Carrot,Feni,2016,7873.87,45093.78,2658.5,70.4,103.0,17.1,137.2,27.2
Carrot,Feni,2017,2918.16,24994.19,2360.8,77.2,148.0,13.0,225.9,35.6
Carrot,Feni,2018,7261.7,31559.37,2481.2,82.9,178.5,21.2,154.2,33.8
Carrot,Feni,2019,2992.41,18174.89,2245.2,66.2,76.8,45.4,225.1,49.6
Carrot,Feni,2020,2171.73,10598.33,2144.3,85.5,155.6,15.6,179.3,34.8
Carrot,Feni,2021,6971.33,57031.48,2135.3,57.8,198.5,49.9,79.9,51.5
Carrot,Feni,2022,3532.24,14064.43,2859.1,93.5,150.3,12.8,95.2,38.7
Carrot,Feni,2023,523.44,3732.34,2714.8,54.6,143.2,44.5,105.4,48.4
Carrot,Feni,2024,4081.52,14440.59,2743.9,90.2,211.8,52.8,84.8,29.3
Carrot,Feni,2025,646.97,6003.58,2611.1,64.9,235.8,23.5,164.1,54.3
Carrot,Khagrachari,2012,4877.07,36066.97,2029.1,79.5,162.6,39.5,128.8,15.8
Carrot,Khagrachari,2013,6199.63,47174.6,2153.8,81.4,246.5,35.5,229.6,19.8
Carrot,Khagrachari,2014,7890.47,76563.63,2421.1,53.3,98.5,49.7,187.3,30.2
Carrot,Khagrachari,2015,5658.82,29610.95,2332.8,45.1,62.3,23.9,118.6,36.3
Carrot,Khagrachari,2016,7984.61,47651.05,2354.2,47.5,99.8,35.9,112.5,42.9
Carrot,Khagrachari,2017,5245.75,49497.84,2014.1,67.8,208.1,48.8,183.9,25.4
Carrot,Khagrachari,2018,703.0,2642.01,2944.1,71.8,155.1,38.7,117.8,44.6
Carrot,Khagrachari,2019,2304.57,9699.23,2922.0,87.2,165.8,51.4,62.2,42.5
Carrot,Khagrachari,2020,6814.13,50404.29,2516.9,91.8,61.0,23.1,156.3,38.3
Carrot,Khagrachari,2021,6064.89,22901.98,2426.2,48.6,70.0,18.2,182.7,40.1
Carrot,Khagrachari,2022,4765.5,35657.37,2858.8,43.0,152.4,25.8,202.2,14.3
Carrot,Khagrachari,2023,984.4,3451.16,2828.4,40.3,147.1,18.1,156.5,42.7
Carrot,Khagrachari,2024,6410.3,33068.49,2874.5,75.5,73.2,18.0,191.2,41.3
Carrot,Khagrachari,2025,7357.94,61600.6,2299.0,56.1,78.5,13.1,188.4,28.5
Carrot,Lakshmipur,2012,3433.54,33335.78,2227.7,66.3,159.5,38.4,124.0,20.1
Carrot,Lakshmipur,2013,4557.61,20261.72,2053.2,88.0,200.4,31.0,88.2,52.4
Carrot,Lakshmipur,2014,1951.0,8540.28,2089.7,94.8,183.1,29.4,65.4,30.0
Carrot,Lakshmipur,2015,6356.41,24499.32,2112.2,81.7,182.7,45.5,104.1,43.1
Carrot,Lakshmipur,2016,1736.5,10407.12,2926.5,55.8,110.1,43.3,72.0,31.6
Carrot,Lakshmipur,2017,3979.64,39760.37,2082.9,46.6,100.9,60.3,42.9,43.1
Carrot,Lakshmipur,2018,4228.03,40152.9,2135.2,93.1,64.3,11.0,87.5,38.6
Carrot,Lakshmipur,2019,596.1,5184.43,2773.9,62.6,189.3,28.4,97.5,13.1
Carrot,Lakshmipur,2020,1500.72,9273.14,2918.8,48.5,101.6,29.1,90.4,42.5
Carrot,Lakshmipur,2021,6647.19,46076.06,2738.0,51.4,164.0,62.1,40.9,41.2
Carrot,Lakshmipur,2022,3730.23,21142.2,2107.1,67.2,138.7,28.3,165.4,43.7
Carrot,Lakshmipur,2023,6739.83,24830.35,2007.3,66.9,174.1,27.5,77.7,36.4
Carrot,Lakshmipur,2024,5029.46,40615.1,2436.4,80.2,135.8,33.3,105.4,46.5
Carrot,Lakshmipur,2025,1805.63,15998.74,2407.1,61.1,178.4,30.2,56.5,30.9
Carrot,Noakhali,2012,2002.86,9998.96,2778.3,71.5,140.4,62.9,92.0,26.7
Carrot,Noakhali,2013,3738.47,25504.67,2833.9,73.1,250.0,65.0,118.2,43.6
Carrot,Noakhali,2014,7568.95,46735.18,2880.4,92.4,89.1,39.9,173.8,14.6
Carrot,Noakhali,2015,5102.15,23208.61,2730.7,45.7,172.9,43.5,184.7,21.4
Carrot,Noakhali,2016,7922.44,31388.5,2020.3,82.2,71.5,41.7,43.0,15.8
Carrot,Noakhali,2017,7575.2,51871.23,2953.9,53.1,83.7,53.6,212.6,31.6
Carrot,Noakhali,2018,6697.62,58470.34,2473.9,58.4,106.8,38.5,89.3,16.2
Carrot,Noakhali,2019,2078.35,12070.42,2698.9,94.3,77.4,56.0,198.0,26.6
Carrot,Noakhali,2020,5573.0,53161.47,2876.6,72.3,83.0,59.7,139.8,10.6
Carrot,Noakhali,2021,5685.36,30859.88,2134.2,45.5,194.6,11.2,194.5,50.1
Carrot,Noakhali,2022,1520.3,14993.3,2279.6,75.7,152.3,59.9,92.6,18.3
Carrot,Noakhali,2023,4399.68,27316.64,2533.6,57.4,163.4,22.8,55.9,29.7
Carrot,Noakhali,2024,1123.95,10434.06,2102.7,60.9,135.2,15.0,134.5,53.4
Carrot,Noakhali,2025,7989.66,74443.41,2953.3,59.5,123.3,29.4,226.2,10.3
Carrot,Rangamati,2012,2537.77,12822.76,2283.8,77.4,242.3,23.6,221.7,20.6
Carrot,Rangamati,2013,1219.89,8297.15,2790.9,54.5,147.0,38.9,40.3,25.8
Carrot,Rangamati,2014,7369.55,43929.57,2404.0,51.7,145.1,54.2,156.4,55.0
Carrot,Rangamati,2015,6485.76,37267.86,2314.3,91.7,86.6,62.3,44.1,30.4
Carrot,Rangamati,2016,2915.1,15927.98,2998.6,41.1,78.9,19.7,200.0,43.4
Carrot,Rangamati,2017,7715.95,27953.61,2530.7,90.3,215.7,26.8,222.9,48.4
Carrot,Rangamati,2018,1311.67,7280.16,2841.9,46.1,93.5,50.9,75.9,52.8
Carrot,Rangamati,2019,6390.74,34736.66,2279.2,46.3,77.0,42.3,108.9,25.4
Carrot,Rangamati,2020,1397.96,5760.68,2886.1,79.2,243.8,48.8,40.9,29.2
Carrot,Rangamati,2021,7506.74,27442.14,2230.0,78.4,237.9,54.0,204.3,33.3
Carrot,Rangamati,2022,1205.24,4068.01,2675.7,91.3,68.2,23.0,127.1,53.2
Carrot,Rangamati,2023,2337.68,8273.92,2249.6,40.8,80.7,57.1,147.0,28.1
Carrot,Rangamati,2024,6451.7,40722.39,2619.4,59.4,235.4,25.9,143.0,48.7
Carrot,Rangamati,2025,3250.72,11755.43,2673.6,83.5,182.4,59.9,217.4,48.9
Carrot,Habiganj,2012,3924.91,31409.22,2858.3,94.9,243.1,38.3,137.1,20.9
Carrot,Habiganj,2013,7539.04,28676.07,2961.2,72.1,149.6,22.0,146.3,18.4
Carrot,Habiganj,2014,4364.12,37695.18,2202.1,41.5,65.2,58.6,228.9,51.0
Carrot,Habiganj,2015,7564.78,22868.4,2101.5,66.6,102.7,42.0,152.6,46.3
Carrot,Habiganj,2016,512.83,3258.22,2359.6,49.2,84.2,37.8,86.6,51.1
Carrot,Habiganj,2017,4454.45,22406.19,2454.9,83.6,238.2,63.6,76.3,51.4
Carrot,Habiganj,2018,1572.3,6193.63,2008.9,47.9,143.6,57.0,97.4,10.5
Carrot,Habiganj,2019,1956.31,14982.88,2474.4,88.9,212.9,33.3,130.5,23.4
Carrot,Habiganj,2020,1376.66,8309.58,2892.1,77.1,183.5,46.6,237.5,26.1
Carrot,Habiganj,2021,6284.08,39309.51,2840.4,40.1,106.8,11.8,232.1,52.8
Carrot,Habiganj,2022,3517.23,30925.54,2925.9,64.3,98.7,45.0,118.7,26.5
Carrot,Habiganj,2023,2461.39,14524.21,2684.5,80.6,110.4,30.7,120.4,17.4
